Name,Timestamp,Status,Description,Vibration Frequency,Vibration Amplitude,Bearing Temperature,Motor Temperature,Belt Load,Torque,Noise Levels,Current and Voltage,Hydraulic Pressure,Belt Thickness,Roller Condition
Conveyor Belt 4,8/17/2023 0:30,Running,,1503.22,0.06,77.307,96.755,1.21,314.38,58.2,15.03,384.2,,72.787
Conveyor Belt 4,8/17/2023 0:45,Running,,1508.11,0.04,77.474,97.661,1.29,311.84,,15.43,379.79,1.5345,72.714
Conveyor Belt 4,8/17/2023 1:00,Running,,1498.13,0.06,77.785,97.471,1.07,317.14,55.39,14.35,383.95,1.53425,72.641
Conveyor Belt 4,8/17/2023 1:15,Running,,1494.89,0.05,77.813,97.814,1.33,305.58,62.25,15.65,383.02,1.534,72.568
Conveyor Belt 4,8/17/2023 1:30,Running,,1498.2,0.1,77.622,97.464,1.18,285.96,87,14.91,383.54,1.53375,72.495
Conveyor Belt 4,8/17/2023 1:45,Running,,1507.17,nan,78.487,98.139,1.24,298.84,58.93,15.21,377.37,1.5335,72.422
Conveyor Belt 4,8/17/2023 2:00,Running,,1507.43,,,97.877,1.07,307.51,89.97,14.36,377.28,1.53325,72.349
Conveyor Belt 4,8/17/2023 2:15,Running,,1502.35,0.05,78.561,98.96,1.17,308.73,,14.87,377.47,1.533,72.276
Conveyor Belt 4,8/17/2023 2:30,Running,,1507.39,0.05,78.848,98.676,1.18,312.55,61.44,14.89,383.94,1.53275,72.203
Conveyor Belt 4,8/17/2023 2:45,Running,,1504.49,0.05,78.603,99.41,1.32,293.46,63.05,15.58,384.45,1.5325,72.13
Conveyor Belt 4,8/17/2023 3:00,Maintenance,Clean the Conveyor,1490,0.04,60,80,1,280,55,14,375,1.7,72.13
Conveyor Belt 4,8/17/2023 3:15,Maintenance,Check for Damage,1490,0.04,ERROR,80,1,280,55,14,375,1.7,72.13
Conveyor Belt 4,8/17/2023 3:30,Maintenance,Check for Misalignment,1490,0.04,60,80,1,280,55,14,375,1.7,72.13
nan,8/17/2023 3:45,Maintenance,Check Belt Tension,1490,ERROR,60,80,1,280,55,14,375,1.7,72.13
Conveyor Belt 4,8/17/2023 4:00,Maintenance,Examine Belt Joints,1490,0.04,60,80,1,280,55,14,375,1.7,72.13
Conveyor Belt 4,8/17/2023 4:15,Maintenance,Inspect Safety Guards,1490,0.04,60,80,1,280,55,14,375,1.7,72.13
Conveyor Belt 4,8/17/2023 4:30,Maintenance,Check Belt Cleaners and Scrapers,1490,0.04,60,80,1,280,55,14,375,1.7,72.13
Conveyor Belt 4,8/17/2023 4:45,Running,,1497.61,0.04,60.039,80.197,1.31,283.41,58.03,15.53,381.71,1.69975,72.057
Conveyor Belt 4,8/17/2023 5:00,Running,,1502.78,0.05,60.82,80.187,1.24,318.5,58.66,15.21,382.02,1.6995,71.984
Conveyor Belt 4,8/17/2023 5:15,Running,,1492.64,0.05,60.631,80.033,1.37,308.61,58.19,15.87,383.58,1.69925,71.911
Conveyor Belt 4,8/17/2023 5:30,Running,,1494.29,0.09,60.636,80.606,1.39,303.8,82.25,15.97,375.78,1.699,71.838
Conveyor Belt 4,8/17/2023 5:45,Running,,1502.74,0.09,60.899,80.76,1.06,299.1,83.68,14.29,384.55,1.69875,71.765
Conveyor Belt 4,8/17/2023 6:00,Running,,1498.91,0.04,61.513,80.798,1.16,286.42,64.25,nan,379.14,1.6985,71.692
Conveyor Belt 4,8/17/2023 6:15,nan,,1500.43,0.05,61.767,81.078,1.21,287.82,64.83,15.05,384.57,1.69825,71.619
Conveyor Belt 4,8/17/2023 6:30,Running,,1492.73,0.06,61.631,81.415,1.07,285.96,57.92,14.33,379.4,1.698,71.546
Conveyor Belt 4,8/17/2023 6:45,Running,,1503.17,0.05,62.597,81.563,1.14,315.87,62.16,14.69,378,1.69775,71.473
Conveyor Belt 4,8/17/2023 7:00,Running,,1503.54,0.09,62.565,82.127,1.24,315.21,82.89,15.18,376.93,1.6975,71.4
Conveyor Belt 4,8/17/2023 7:15,Running,,1499.35,0.08,62.445,81.725,1.12,281.15,95.6,14.6,379.75,1.69725,71.327
Conveyor Belt 4,8/17/2023 7:30,Running,,1495.89,0.06,63.05,82.251,1.29,287.37,62.94,15.47,382.08,1.697,71.254
Conveyor Belt 4,8/17/2023 7:45,,,1503.74,0.04,62.924,82.46,1.1,313.67,,14.49,377.86,1.69675,
Conveyor Belt 4,8/17/2023 8:00,Running,,1491.18,0.05,62.737,83.116,1.1,284.64,64.83,14.49,381.79,1.6965,71.108
Conveyor Belt 4,8/17/2023 8:15,ERROR,,1509.18,0.05,63.273,82.627,1.22,304.26,58.49,15.09,376.82,1.69625,71.035
Conveyor Belt 4,8/17/2023 8:30,Running,,1493.95,0.08,64.012,82.917,1.15,308.74,85.15,14.76,383.19,,70.962
Conveyor Belt 4,8/17/2023 8:45,Running,,1494.47,0.06,63.926,83.494,1.38,292.21,55.35,15.88,379.49,1.69575,70.889
Conveyor Belt 4,8/17/2023 9:00,Running,,1493.22,0.06,64.396,83.138,1.34,313.87,59.02,15.69,377.59,1.6955,70.816
Conveyor Belt 4,8/17/2023 9:15,Running,,1503.72,0.05,64.518,83.912,1.03,297.8,58.27,14.13,383.91,,70.743
Conveyor Belt 4,8/17/2023 9:30,Running,,1505.51,0.05,64.5,84.429,1.07,299.11,58.27,14.35,378.09,1.695,70.67
Conveyor Belt 4,8/17/2023 9:45,Running,,1492.6,0.05,64.762,83.739,1.36,282.03,62.16,15.78,378.69,1.69475,70.597
Conveyor Belt 4,8/17/2023 10:00,ERROR,,1500.73,0.05,64.781,84.33,1.26,298.4,60.82,15.31,379.78,1.6945,70.524
Conveyor Belt 4,,Running,,1500.92,0.04,64.565,84.199,1.16,289.06,55.82,14.78,383.06,1.69425,70.451
Conveyor Belt 4,8/17/2023 10:30,Running,,1496.76,0.06,65.442,85.319,1.28,293.02,59.74,15.42,381.32,1.694,70.378
Conveyor Belt 4,8/17/2023 10:45,Running,,1507.65,0.05,65.764,85.499,1.18,301.36,63.16,14.91,384.12,1.69375,70.305
Conveyor Belt 4,8/17/2023 11:00,,,1506.8,0.08,65.444,85.23,1.39,294.49,85.89,15.96,384.44,1.6935,70.232
Conveyor Belt 4,8/17/2023 11:15,Running,,1500.1,0.1,65.535,85.066,1.07,295.16,88.8,ERROR,384.82,,70.159
Conveyor Belt 4,8/17/2023 11:30,Running,,1496.11,0.05,66.163,85.713,1.38,303.99,58.17,15.92,376.43,1.693,70.086
Conveyor Belt 4,8/17/2023 11:45,Running,,1497.1,0.04,66.531,86.055,1.01,319.15,60.57,14.03,377.83,1.69275,70.013
Conveyor Belt 4,8/17/2023 12:00,Running,,1501.79,0.09,66.056,86.438,1.38,311.46,77.42,nan,383.77,1.6925,69.94
Conveyor Belt 4,8/17/2023 12:15,Running,,1503.77,0.08,66.892,86.808,1.16,319.71,84.17,14.8,383.99,1.69225,69.867
Conveyor Belt 4,8/17/2023 12:30,Running,,1508.58,0.06,66.838,86.403,1.23,282.81,60.66,15.17,380.19,1.692,69.794
Conveyor Belt 4,8/17/2023 12:45,Running,,1493.63,0.09,67.242,86.332,1.23,283.52,89.69,15.16,384.93,1.69175,69.721
Conveyor Belt 4,8/17/2023 13:00,Running,,1494.09,0.09,67.409,87.401,1.18,292.61,81.83,14.88,375.12,1.6915,69.648
Conveyor Belt 4,8/17/2023 13:15,Running,,1499.64,0.06,67.635,87.277,1.1,281.69,59.44,14.49,375.65,1.69125,69.575
Conveyor Belt 4,8/17/2023 13:30,Running,,1507.24,0.05,67.608,87.434,1.23,317.22,61.02,15.16,375.06,1.691,69.502
Conveyor Belt 4,8/17/2023 13:45,Running,,1494.41,0.05,68.421,87.915,1.27,315.24,64.49,15.35,378.02,1.69075,69.429
Conveyor Belt 4,8/17/2023 14:00,Running,,1494.4,0.06,67.824,88.153,1.4,293.16,62.74,16,377.9,1.6905,69.356
Conveyor Belt 4,8/17/2023 14:15,Running,,1507.02,0.04,67.977,87.928,1.03,292.2,59.75,14.16,379.93,1.69025,69.283
Conveyor Belt 4,8/17/2023 14:30,Running,,1503.61,0.09,68.576,88.517,1.33,nan,90.12,15.64,380.17,1.69,69.21
Conveyor Belt 4,8/17/2023 14:45,Running,,1498.66,0.09,68.584,88.478,1.05,285.63,79.97,14.23,375.54,1.68975,69.137
Conveyor Belt 4,8/17/2023 15:00,Running,,1505.6,nan,69.091,88.167,1.3,313.92,60.26,15.52,380.81,1.6895,69.064
Conveyor Belt 4,8/17/2023 15:15,Running,,1499.18,0.04,68.816,89.137,1.34,299.01,60.49,15.69,377.41,1.68925,68.991
Conveyor Belt 4,8/17/2023 15:30,Running,,1496.82,0.05,69.964,88.995,1.32,304.5,62.9,15.58,382.91,1.689,68.918
Conveyor Belt 4,8/17/2023 15:45,Running,,1496.09,0.06,69.467,89.266,1.16,286.35,56.58,14.82,383.43,1.68875,68.845
Conveyor Belt 4,8/17/2023 16:00,Running,,1501.02,0.1,69.519,,1.05,303.39,88.13,14.24,383.39,1.6885,68.772
Conveyor Belt 4,8/17/2023 16:15,Running,,1505.21,0.08,70.064,89.878,1.16,318.87,90.98,14.82,383.65,1.68825,68.699
Conveyor Belt 4,8/17/2023 16:30,Running,,1508.89,0.08,70.461,89.512,1.24,301.58,78.37,15.2,382.59,1.688,68.626
Conveyor Belt 4,8/17/2023 16:45,Running,,1499.29,0.1,70.686,90.588,1.08,299.84,86.06,14.38,378.19,1.68775,68.553
Conveyor Belt 4,8/17/2023 17:00,Running,,1502.72,0.04,70.643,90.636,1.08,290.84,64.82,14.38,380.52,1.6875,68.48
Conveyor Belt 4,8/17/2023 17:15,Running,,1509.66,0.05,71.315,90.858,1.18,311.51,63.59,14.91,383.9,1.68725,68.407
Conveyor Belt 4,8/17/2023 17:30,Running,,1503.47,0.06,71.294,91.052,1.26,303.69,57.61,15.31,377.56,1.687,68.334
Conveyor Belt 4,8/17/2023 17:45,Running,,1503.56,0.04,71.129,90.66,1.26,303.29,63.83,15.28,381.51,1.68675,68.261
Conveyor Belt 4,8/17/2023 18:00,Running,,1494.3,0.06,71.319,91.405,1.18,284.07,56.29,14.88,376.31,1.6865,68.188
Conveyor Belt 4,8/17/2023 18:15,Running,,1499.08,0.06,71.926,91.5,1.1,306.48,59.43,14.49,380.02,1.68625,68.115
Conveyor Belt 4,8/17/2023 18:30,Running,,1496.13,0.05,71.837,91.829,1.15,303.69,62.82,14.75,379.92,1.686,68.042
Conveyor Belt 4,8/17/2023 18:45,Running,,1501.45,0.04,72.659,91.338,1.3,317.62,57.98,15.49,376.91,1.68575,67.969
Conveyor Belt 4,8/17/2023 19:00,Running,,1491.35,0.09,72.875,91.883,1.11,287.91,94.06,14.53,376.44,1.6855,
Conveyor Belt 4,8/17/2023 19:15,Running,,1493.36,0.06,72.878,92.381,ERROR,307.57,63.3,14.2,384.7,1.68525,67.823
Conveyor Belt 4,8/17/2023 19:30,Running,,1501.82,0.06,72.557,92.573,1.22,316.28,60.18,15.09,380.72,1.685,67.75
Conveyor Belt 4,8/17/2023 19:45,Running,,1496.57,0.05,72.862,92.36,1.38,285.7,58.74,15.89,377.43,1.68475,67.677
Conveyor Belt 4,8/17/2023 20:00,Running,,1505.83,0.05,73.741,92.413,1.2,290.97,63.98,15.01,379.36,1.6845,67.604
Conveyor Belt 4,8/17/2023 20:15,Running,,1496.86,0.04,73.089,92.677,1.1,294.1,58.9,14.48,375.32,1.68425,67.531
Conveyor Belt 4,8/17/2023 20:30,Running,,1490.97,0.04,73.91,93.218,1.15,317.49,64.6,14.73,380.38,1.684,67.458
Conveyor Belt 4,8/17/2023 20:45,Running,,1495.81,0.04,74.331,93.289,1.19,307.64,59.54,14.97,377.18,1.68375,67.385
Conveyor Belt 4,8/17/2023 21:00,Running,,1491.34,0.04,74.179,93.58,1.3,288.86,55.75,15.5,379.31,1.6835,67.312
Conveyor Belt 4,8/17/2023 21:15,Running,,1497.93,0.06,74.603,93.487,1.34,308.1,59.28,15.68,380.92,1.68325,67.239
Conveyor Belt 4,8/17/2023 21:30,Running,,1499.02,0.09,74.23,,,316.37,94.07,14.98,383.16,1.683,67.166
Conveyor Belt 4,8/17/2023 21:45,Running,,1499.49,0.06,75.218,94.206,1.24,285.67,56.75,15.21,382.96,1.68275,67.093
Conveyor Belt 4,8/17/2023 22:00,Running,,1490.69,0.05,75.089,94.3,1.16,311.37,65,14.79,379.97,1.6825,67.02
Conveyor Belt 4,8/17/2023 22:15,Running,,1499.56,0.04,75.342,94.554,1.29,306.51,64.62,15.46,380.23,1.68225,66.947
Conveyor Belt 4,8/17/2023 22:30,Running,,1501.13,0.08,75.083,94.971,1.11,317.34,88.82,14.55,383.23,,66.874
,8/17/2023 22:45,Running,,1506.74,0.09,75.549,95.59,1.25,309.2,80.37,15.23,384.42,1.68175,66.801
Conveyor Belt 4,8/17/2023 23:00,Running,,1502.84,0.09,76.119,95.287,1.39,305.42,90.83,15.93,377,1.6815,66.728
Conveyor Belt 4,8/17/2023 23:15,Running,,1503.36,0.05,75.889,95.888,1.06,312.37,64.7,14.28,377.08,1.68125,66.655
Conveyor Belt 4,8/17/2023 23:30,Running,,1498.34,0.04,76.001,95.738,1.28,287.36,57.81,15.42,384.19,1.681,66.582
Conveyor Belt 4,8/17/2023 23:45,Running,,1495.26,0.05,76.106,95.848,1.3,297.35,58.84,15.49,376.62,1.68075,66.509
Conveyor Belt 4,8/18/2023 0:00,Running,,1490.82,0.04,77.13,96.902,1.36,318.07,55.12,15.79,382.09,1.6805,66.436
,8/18/2023 0:15,Running,,1498.37,0.04,77.076,96.975,1.07,295.5,59.68,ERROR,376.48,1.68025,66.363
Conveyor Belt 4,8/18/2023 0:30,Running,,1503.22,0.06,77.307,96.755,1.21,314.38,58.2,15.03,384.2,1.68,66.29
Conveyor Belt 4,8/18/2023 0:45,Running,,1508.11,0.08,77.474,97.661,1.29,311.84,82.3,15.43,379.79,1.67975,66.217
Conveyor Belt 4,8/18/2023 1:00,Running,,1498.13,0.06,77.785,97.471,1.07,317.14,55.39,14.35,383.95,1.6795,66.144
Conveyor Belt 4,8/18/2023 1:15,Running,,1494.89,0.05,77.813,97.814,1.33,305.58,62.25,15.65,383.02,1.67925,66.071
Conveyor Belt 4,8/18/2023 1:30,Running,,1498.2,0.06,77.622,97.464,1.18,285.96,59.25,14.91,383.54,1.679,65.998
nan,8/18/2023 1:45,Running,,1507.17,0.06,78.487,98.139,1.24,298.84,58.93,15.21,377.37,1.67875,65.925
Conveyor Belt 4,8/18/2023 2:00,Running,,,0.06,78.294,97.877,1.07,307.51,61.77,14.36,377.28,1.6785,65.852
Conveyor Belt 4,8/18/2023 2:15,Running,,1502.35,0.09,78.561,98.96,1.17,308.73,80.81,14.87,377.47,1.67825,65.779
Conveyor Belt 4,8/18/2023 2:30,Running,,1507.39,0.09,78.848,98.676,1.18,312.55,90.01,14.89,383.94,1.678,
Conveyor Belt 4,8/18/2023 2:45,Running,,1504.49,0.05,78.603,99.41,1.32,293.46,63.05,15.58,384.45,1.67775,65.633
Conveyor Belt 4,8/18/2023 3:00,Maintenance,Clean the Conveyor,1490,0.04,60,80,1,280,55,14,375,1.67775,100
Conveyor Belt 4,8/18/2023 3:15,Maintenance,Check for Damage,1490,0.04,60,80,1,280,55,14,375,1.67775,100
Conveyor Belt 4,8/18/2023 3:30,Maintenance,Check for Misalignment,1490,0.04,60,80,1,280,55,14,375,1.67775,100
Conveyor Belt 4,8/18/2023 3:45,Maintenance,Check Belt Tension,1490,0.04,60,80,1,280,55,14,375,1.67775,
Conveyor Belt 4,8/18/2023 4:00,Maintenance,Examine Belt Joints,1490,0.04,60,80,1,280,55,14,375,1.67775,100
Conveyor Belt 4,8/18/2023 4:15,Maintenance,Inspect Safety Guards,1490,0.04,60,80,1,280,55,14,375,1.67775,100
Conveyor Belt 4,8/18/2023 4:30,Maintenance,Check Belt Cleaners and Scrapers,1490,0.04,60,80,1,280,55,14,375,1.67775,100
Conveyor Belt 4,8/18/2023 4:45,Running,,1497.61,0.04,60.039,80.197,1.31,283.41,58.03,15.53,381.71,1.6775,99.927
Conveyor Belt 4,8/18/2023 5:00,Running,,1502.78,0.05,60.82,80.187,1.24,318.5,58.66,15.21,382.02,1.67725,99.854
Conveyor Belt 4,8/18/2023 5:15,Running,,1492.64,0.05,60.631,80.033,1.37,308.61,58.19,15.87,383.58,1.677,99.781
Conveyor Belt 4,8/18/2023 5:30,,,1494.29,0.05,60.636,80.606,1.39,303.8,55.75,15.97,375.78,1.67675,99.708
Conveyor Belt 4,8/18/2023 5:45,Running,,1502.74,0.09,60.899,80.76,1.06,299.1,79.47,14.29,384.55,1.6765,99.635
Conveyor Belt 4,8/18/2023 6:00,Running,,1498.91,0.04,61.513,80.798,1.16,286.42,64.25,14.81,379.14,1.67625,99.562
Conveyor Belt 4,ERROR,Running,,1500.43,0.05,61.767,81.078,1.21,287.82,64.83,15.05,384.57,1.676,99.489
Conveyor Belt 4,8/18/2023 6:30,Running,,1492.73,0.09,61.631,81.415,1.07,285.96,78.63,14.33,379.4,1.67575,99.416
Conveyor Belt 4,8/18/2023 6:45,Running,,1503.17,0.09,62.597,81.563,1.14,315.87,92.67,14.69,378,1.6755,99.343
Conveyor Belt 4,8/18/2023 7:00,Running,,1503.54,0.05,62.565,82.127,1.24,315.21,61.04,15.18,376.93,1.67525,99.27
Conveyor Belt 4,8/18/2023 7:15,Running,,1499.35,0.05,62.445,81.725,1.12,281.15,61.96,14.6,379.75,1.675,99.197
Conveyor Belt 4,8/18/2023 7:30,Running,,1495.89,nan,63.05,82.251,1.29,287.37,62.94,15.47,382.08,1.67475,99.124
Conveyor Belt 4,8/18/2023 7:45,Running,,1503.74,0.04,62.924,82.46,1.1,313.67,64.95,14.49,377.86,1.6745,99.051
Conveyor Belt 4,8/18/2023 8:00,Running,,1491.18,0.05,62.737,83.116,1.1,284.64,64.83,14.49,381.79,1.67425,98.978
Conveyor Belt 4,8/18/2023 8:15,Running,,1509.18,0.09,63.273,82.627,1.22,304.26,76.17,15.09,376.82,1.674,98.905
Conveyor Belt 4,8/18/2023 8:30,Running,,1493.95,0.04,nan,82.917,1.15,308.74,62.64,14.76,383.19,1.67375,98.832
Conveyor Belt 4,8/18/2023 8:45,Running,,1494.47,0.06,63.926,83.494,1.38,292.21,55.35,15.88,379.49,1.6735,98.759
Conveyor Belt 4,8/18/2023 9:00,Running,,1493.22,0.06,64.396,83.138,1.34,313.87,59.02,15.69,377.59,1.67325,98.686
Conveyor Belt 4,8/18/2023 9:15,Running,,1503.72,nan,64.518,83.912,1.03,297.8,58.27,14.13,383.91,1.673,98.613
Conveyor Belt 4,8/18/2023 9:30,Running,,1505.51,0.05,64.5,84.429,1.07,299.11,58.27,14.35,378.09,1.67275,98.54
Conveyor Belt 4,8/18/2023 9:45,Running,,1492.6,ERROR,64.762,83.739,1.36,282.03,62.16,15.78,378.69,1.6725,98.467
Conveyor Belt 4,8/18/2023 10:00,Running,,1500.73,0.05,64.781,84.33,1.26,298.4,60.82,15.31,379.78,1.67225,98.394
Conveyor Belt 4,8/18/2023 10:15,Running,,1500.92,0.04,64.565,84.199,1.16,289.06,55.82,14.78,383.06,1.672,98.321
Conveyor Belt 4,8/18/2023 10:30,Running,,1496.76,0.06,65.442,85.319,1.28,293.02,59.74,15.42,381.32,1.67175,98.248
Conveyor Belt 4,8/18/2023 10:45,Running,,ERROR,0.05,65.764,85.499,1.18,301.36,63.16,14.91,384.12,1.6715,98.175
Conveyor Belt 4,8/18/2023 11:00,Running,,1506.8,0.05,65.444,85.23,1.39,294.49,64.54,15.96,384.44,1.67125,98.102
Conveyor Belt 4,8/18/2023 11:15,Running,,1500.1,0.1,65.535,85.066,1.07,295.16,80.78,14.34,384.82,1.671,
Conveyor Belt 4,8/18/2023 11:30,Running,,1496.11,0.09,66.163,85.713,1.38,303.99,91.51,15.92,376.43,1.67075,97.956
Conveyor Belt 4,8/18/2023 11:45,Running,,1497.1,0.04,66.531,86.055,1.01,319.15,60.57,14.03,377.83,1.6705,97.883
Conveyor Belt 4,8/18/2023 12:00,Running,,1501.79,0.06,66.056,86.438,1.38,311.46,59.18,15.91,383.77,1.67025,97.81
Conveyor Belt 4,8/18/2023 12:15,Running,,1503.77,0.04,66.892,86.808,1.16,319.71,56.59,14.8,383.99,1.67,97.737
Conveyor Belt 4,8/18/2023 12:30,Running,,1508.58,0.09,66.838,86.403,1.23,282.81,81.01,15.17,380.19,1.66975,97.664
Conveyor Belt 4,8/18/2023 12:45,Running,,1493.63,0.09,67.242,86.332,1.23,283.52,91.09,15.16,384.93,1.6695,97.591
Conveyor Belt 4,8/18/2023 13:00,Running,,1494.09,0.05,67.409,87.401,1.18,292.61,63.76,14.88,375.12,1.66925,97.518
nan,8/18/2023 13:15,Running,,nan,0.06,67.635,87.277,1.1,281.69,59.44,14.49,375.65,1.669,97.445
Conveyor Belt 4,8/18/2023 13:30,Running,,1507.24,0.05,67.608,87.434,1.23,317.22,61.02,15.16,375.06,1.66875,97.372
Conveyor Belt 4,8/18/2023 13:45,Running,,1494.41,0.05,68.421,87.915,1.27,315.24,64.49,,378.02,1.6685,97.299
Conveyor Belt 4,8/18/2023 14:00,Running,,1494.4,0.06,67.824,88.153,1.4,ERROR,62.74,16,377.9,1.66825,97.226
Conveyor Belt 4,8/18/2023 14:15,Running,,1507.02,0.04,67.977,87.928,1.03,292.2,59.75,14.16,379.93,1.668,97.153
Conveyor Belt 4,8/18/2023 14:30,Running,,1503.61,0.05,68.576,88.517,1.33,308.15,59.85,15.64,380.17,1.66775,97.08
Conveyor Belt 4,8/18/2023 14:45,Running,,1498.66,0.05,68.584,88.478,1.05,285.63,56.17,14.23,375.54,1.6675,97.007
Conveyor Belt 4,8/18/2023 15:00,Running,,1505.6,0.04,69.091,88.167,1.3,313.92,60.26,15.52,380.81,1.66725,96.934
Conveyor Belt 4,8/18/2023 15:15,Running,,1499.18,0.08,68.816,89.137,1.34,299.01,80.24,15.69,377.41,1.667,96.861
Conveyor Belt 4,8/18/2023 15:30,Running,,1496.82,0.09,69.964,88.995,1.32,304.5,83.97,15.58,382.91,1.66675,96.788
Conveyor Belt 4,8/18/2023 15:45,Running,,1496.09,0.1,69.467,89.266,1.16,286.35,79.3,14.82,383.43,1.6665,96.715
Conveyor Belt 4,8/18/2023 16:00,Running,,1501.02,0.1,69.519,89.073,1.05,303.39,91.51,14.24,383.39,1.66625,96.642
Conveyor Belt 4,8/18/2023 16:15,Running,,1505.21,0.04,70.064,89.878,1.16,318.87,58.55,14.82,383.65,1.666,96.569
Conveyor Belt 4,8/18/2023 16:30,Running,,1508.89,nan,70.461,89.512,1.24,301.58,82.58,15.2,382.59,1.66575,96.496
Conveyor Belt 4,8/18/2023 16:45,Running,,1499.29,0.06,70.686,90.588,1.08,299.84,62.79,14.38,378.19,1.6655,96.423
Conveyor Belt 4,ERROR,Running,,1502.72,0.07,70.643,90.636,1.08,290.84,87.79,14.38,380.52,1.66525,96.35
Conveyor Belt 4,8/18/2023 17:15,Running,,1509.66,0.05,71.315,90.858,1.18,311.51,63.59,14.91,383.9,1.665,96.277
Conveyor Belt 4,8/18/2023 17:30,Running,,1503.47,0.06,71.294,91.052,1.26,303.69,57.61,15.31,377.56,1.66475,96.204
Conveyor Belt 4,8/18/2023 17:45,Running,,1503.56,0.04,71.129,90.66,1.26,303.29,63.83,15.28,381.51,,96.131
Conveyor Belt 4,8/18/2023 18:00,Running,,1494.3,0.09,71.319,91.405,1.18,284.07,78.66,14.88,376.31,1.66425,96.058
Conveyor Belt 4,8/18/2023 18:15,Running,,1499.08,0.06,71.926,91.5,1.1,306.48,59.43,14.49,380.02,1.664,95.985
Conveyor Belt 4,8/18/2023 18:30,Running,,1496.13,0.05,71.837,91.829,1.15,303.69,62.82,14.75,379.92,1.66375,95.912
Conveyor Belt 4,8/18/2023 18:45,Running,,1501.45,0.04,72.659,91.338,1.3,317.62,57.98,15.49,376.91,1.6635,95.839
Conveyor Belt 4,8/18/2023 19:00,Running,,1491.35,0.05,72.875,91.883,1.11,287.91,64.77,14.53,376.44,1.66325,95.766
Conveyor Belt 4,8/18/2023 19:15,Running,,1493.36,0.06,72.878,92.381,1.04,307.57,63.3,14.2,384.7,1.663,95.693
Conveyor Belt 4,8/18/2023 19:30,Running,,1501.82,0.06,72.557,92.573,1.22,316.28,60.18,15.09,380.72,1.66275,95.62
Conveyor Belt 4,8/18/2023 19:45,Running,,1496.57,0.09,72.862,92.36,1.38,285.7,89.35,15.89,377.43,1.6625,95.547
Conveyor Belt 4,8/18/2023 20:00,Running,,1505.83,0.05,73.741,92.413,1.2,290.97,63.98,15.01,379.36,1.66225,95.474
Conveyor Belt 4,8/18/2023 20:15,Running,,1496.86,0.04,73.089,92.677,1.1,294.1,58.9,14.48,375.32,1.662,95.401
Conveyor Belt 4,8/18/2023 20:30,Running,,1490.97,0.04,73.91,93.218,1.15,317.49,64.6,14.73,380.38,1.66175,95.328
Conveyor Belt 4,8/18/2023 20:45,Running,,1495.81,0.04,74.331,93.289,1.19,307.64,59.54,14.97,377.18,1.6615,95.255
Conveyor Belt 4,8/18/2023 21:00,Running,,1491.34,0.07,74.179,93.58,1.3,288.86,86.26,15.5,379.31,1.66125,95.182
Conveyor Belt 4,8/18/2023 21:15,Running,,1497.93,0.06,74.603,93.487,1.34,308.1,59.28,15.68,380.92,1.661,95.109
Conveyor Belt 4,8/18/2023 21:30,Running,,1499.02,0.05,74.23,94.213,1.2,316.37,60.99,14.98,ERROR,1.66075,95.036
Conveyor Belt 4,8/18/2023 21:45,Running,,1499.49,0.06,75.218,94.206,1.24,285.67,56.75,15.21,382.96,1.6605,94.963
Conveyor Belt 4,8/18/2023 22:00,Running,,1490.69,0.05,75.089,94.3,1.16,311.37,65,14.79,379.97,1.66025,94.89
Conveyor Belt 4,8/18/2023 22:15,Running,,1499.56,0.04,75.342,94.554,1.29,306.51,64.62,15.46,380.23,1.66,94.817
Conveyor Belt 4,8/18/2023 22:30,Running,,1501.13,0.05,75.083,94.971,1.11,317.34,56.14,14.55,383.23,1.65975,94.744
Conveyor Belt 4,8/18/2023 22:45,Running,,1506.74,0.05,75.549,nan,1.25,309.2,55.44,15.23,384.42,1.6595,94.671
Conveyor Belt 4,8/18/2023 23:00,Running,,1502.84,0.05,76.119,95.287,1.39,305.42,62.72,15.93,377,1.65925,94.598
Conveyor Belt 4,8/18/2023 23:15,Running,,1503.36,0.05,75.889,95.888,1.06,312.37,64.7,14.28,377.08,1.659,94.525
Conveyor Belt 4,8/18/2023 23:30,Running,,1498.34,0.04,76.001,95.738,1.28,287.36,57.81,15.42,384.19,1.65875,94.452
Conveyor Belt 4,8/18/2023 23:45,Running,,1495.26,0.05,76.106,95.848,1.3,297.35,,15.49,376.62,1.6585,94.379
Conveyor Belt 4,8/19/2023 0:00,Running,,1490.82,0.04,77.13,96.902,1.36,318.07,55.12,15.79,382.09,1.65825,94.306
Conveyor Belt 4,8/19/2023 0:15,Running,,1498.37,0.04,77.076,,1.07,295.5,59.68,14.34,376.48,1.658,94.233
Conveyor Belt 4,8/19/2023 0:30,Running,,1503.22,0.06,77.307,96.755,1.21,314.38,58.2,15.03,384.2,1.65775,94.16
Conveyor Belt 4,8/19/2023 0:45,Running,,1508.11,0.04,ERROR,97.661,1.29,311.84,56.16,15.43,379.79,1.6575,94.087
Conveyor Belt 4,8/19/2023 1:00,Running,,1498.13,0.1,77.785,97.471,1.07,317.14,76.15,14.35,383.95,1.65725,94.014
Conveyor Belt 4,8/19/2023 1:15,Running,,1494.89,0.08,77.813,97.814,1.33,305.58,80.48,15.65,383.02,1.657,93.941
